key_loja,cod_produto,dt_estoque,qt_estoque,is_ruptura,qtd_vendas,tipo_demanda,qtd_venda_interp,des_estado_franquia,categoria_produto,sub_categoria_produto,linha_produto,vlr_venda_tabelado_mean,qtd_vendas_media_1d,qtd_vendas_mediana_1d,qtd_vendas_max_1d,qtd_vendas_min_1d,qtd_vendas_media_7d,qtd_vendas_mediana_7d,qtd_vendas_max_7d,qtd_vendas_min_7d,qtd_vendas_media_30d,qtd_vendas_mediana_30d,qtd_vendas_max_30d,qtd_vendas_min_30d,qtd_vendas_media_60d,qtd_vendas_mediana_60d,qtd_vendas_max_60d,qtd_vendas_min_60d,media_1d_7d_ratio_qtd_vendas,media_1d_30d_ratio_qtd_vendas,media_1d_60d_ratio_qtd_vendas,media_7d_30d_ratio_qtd_vendas,media_7d_60d_ratio_qtd_vendas,media_30d_60d_ratio_qtd_vendas,mediana_1d_7d_ratio_qtd_vendas,mediana_1d_30d_ratio_qtd_vendas,mediana_1d_60d_ratio_qtd_vendas,mediana_7d_30d_ratio_qtd_vendas,mediana_7d_60d_ratio_qtd_vendas,mediana_30d_60d_ratio_qtd_vendas,max_1d_7d_ratio_qtd_vendas,max_1d_30d_ratio_qtd_vendas,max_1d_60d_ratio_qtd_vendas,max_7d_30d_ratio_qtd_vendas,max_7d_60d_ratio_qtd_vendas,max_30d_60d_ratio_qtd_vendas,min_1d_7d_ratio_qtd_vendas,min_1d_30d_ratio_qtd_vendas,min_1d_60d_ratio_qtd_vendas,min_7d_30d_ratio_qtd_vendas,min_7d_60d_ratio_qtd_vendas,min_30d_60d_ratio_qtd_vendas,vlr_venda_tabelado_mean_media_1d,vlr_venda_tabelado_mean_mediana_1d,vlr_venda_tabelado_mean_max_1d,vlr_venda_tabelado_mean_min_1d,vlr_venda_tabelado_mean_media_7d,vlr_venda_tabelado_mean_mediana_7d,vlr_venda_tabelado_mean_max_7d,vlr_venda_tabelado_mean_min_7d,vlr_venda_tabelado_mean_media_30d,vlr_venda_tabelado_mean_mediana_30d,vlr_venda_tabelado_mean_max_30d,vlr_venda_tabelado_mean_min_30d,vlr_venda_tabelado_mean_media_60d,vlr_venda_tabelado_mean_mediana_60d,vlr_venda_tabelado_mean_max_60d,vlr_venda_tabelado_mean_min_60d,media_1d_7d_ratio_vlr_venda_tabelado_mean,media_1d_30d_ratio_vlr_venda_tabelado_mean,media_1d_60d_ratio_vlr_venda_tabelado_mean,media_7d_30d_ratio_vlr_venda_tabelado_mean,media_7d_60d_ratio_vlr_venda_tabelado_mean,media_30d_60d_ratio_vlr_venda_tabelado_mean,mediana_1d_7d_ratio_vlr_venda_tabelado_mean,mediana_1d_30d_ratio_vlr_venda_tabelado_mean,mediana_1d_60d_ratio_vlr_venda_tabelado_mean,mediana_7d_30d_ratio_vlr_venda_tabelado_mean,mediana_7d_60d_ratio_vlr_venda_tabelado_mean,mediana_30d_60d_ratio_vlr_venda_tabelado_mean,max_1d_7d_ratio_vlr_venda_tabelado_mean,max_1d_30d_ratio_vlr_venda_tabelado_mean,max_1d_60d_ratio_vlr_venda_tabelado_mean,max_7d_30d_ratio_vlr_venda_tabelado_mean,max_7d_60d_ratio_vlr_venda_tabelado_mean,max_30d_60d_ratio_vlr_venda_tabelado_mean,min_1d_7d_ratio_vlr_venda_tabelado_mean,min_1d_30d_ratio_vlr_venda_tabelado_mean,min_1d_60d_ratio_vlr_venda_tabelado_mean,min_7d_30d_ratio_vlr_venda_tabelado_mean,min_7d_60d_ratio_vlr_venda_tabelado_mean,min_30d_60d_ratio_vlr_venda_tabelado_mean,qt_estoque_media_1d,qt_estoque_mediana_1d,qt_estoque_max_1d,qt_estoque_min_1d,qt_estoque_media_7d,qt_estoque_mediana_7d,qt_estoque_max_7d,qt_estoque_min_7d,qt_estoque_media_30d,qt_estoque_mediana_30d,qt_estoque_max_30d,qt_estoque_min_30d,qt_estoque_media_60d,qt_estoque_mediana_60d,qt_estoque_max_60d,qt_estoque_min_60d,media_1d_7d_ratio_qt_estoque,media_1d_30d_ratio_qt_estoque,media_1d_60d_ratio_qt_estoque,media_7d_30d_ratio_qt_estoque,media_7d_60d_ratio_qt_estoque,media_30d_60d_ratio_qt_estoque,mediana_1d_7d_ratio_qt_estoque,mediana_1d_30d_ratio_qt_estoque,mediana_1d_60d_ratio_qt_estoque,mediana_7d_30d_ratio_qt_estoque,mediana_7d_60d_ratio_qt_estoque,mediana_30d_60d_ratio_qt_estoque,max_1d_7d_ratio_qt_estoque,max_1d_30d_ratio_qt_estoque,max_1d_60d_ratio_qt_estoque,max_7d_30d_ratio_qt_estoque,max_7d_60d_ratio_qt_estoque,max_30d_60d_ratio_qt_estoque,min_1d_7d_ratio_qt_estoque,min_1d_30d_ratio_qt_estoque,min_1d_60d_ratio_qt_estoque,min_7d_30d_ratio_qt_estoque,min_7d_60d_ratio_qt_estoque,min_30d_60d_ratio_qt_estoque,day_of_the_week
6443,3,82037,2024-01-11,4.0,0,1.0,Intermittent,1.0,GO,157293.0,483679,390554,224.7,1.0,1.0,1.0,1.0,0.42857142857142855,0.0,1.0,0.0,,,,,,,,,2.3333333333333335,,,,,,inf,,,,,,1.0,,,,,,inf,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,5.0,5.0,5.0,5.0,6.571428571428571,7.0,7.0,5.0,,,,,,,,,0.7608695652173914,,,,,,0.7142857142857143,,,,,,0.7142857142857143,,,,,,1.0,,,,,,3
6756,8,49880,2024-01-11,0.0,1,,Intermittent,0.0,MG,217.0,422944,390554,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.1428571428571428,2.0,2.0,0.0,,,,,,,,,1.75,,,,,,1.0,,,,,,1.0,,,,,,inf,,,,,,3
6999,3,48253,2024-01-12,14.0,0,1.0,Intermittent,1.0,GO,217.0,422944,731659,170.7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,170.7,170.7,170.7,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.571428571428571,15.0,15.0,14.0,,,,,,,,,0.9607843137254902,,,,,,0.9333333333333333,,,,,,0.9333333333333333,,,,,,1.0,,,,,,4
7057,3,77690,2024-01-12,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,215.65714285714284,188.7,377.4,188.7,,,,,,,,,0.875,,,,,,1.0,,,,,,0.5,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,10.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,4
7062,3,82037,2024-01-12,3.0,0,0.0,Intermittent,0.0,GO,157293.0,483679,390554,224.7,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,0.0,,,,,,,,,1.75,,,,,,1.0,,,,,,1.0,,,,,,inf,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,4.0,4.0,4.0,4.0,6.142857142857143,7.0,7.0,4.0,,,,,,,,,0.6511627906976744,,,,,,0.5714285714285714,,,,,,0.5714285714285714,,,,,,1.0,,,,,,4
7375,8,49880,2024-01-12,0.0,1,,Intermittent,0.0,MG,217.0,422944,390554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,2.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,4
7618,3,48253,2024-01-13,13.0,0,0.0,Intermittent,0.0,GO,217.0,422944,731659,170.7,1.0,1.0,1.0,1.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,3.5,,,,,,inf,,,,,,1.0,,,,,,inf,,,,,,170.7,170.7,170.7,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,14.0,14.428571428571429,14.0,15.0,14.0,,,,,,,,,0.9702970297029703,,,,,,1.0,,,,,,0.9333333333333333,,,,,,1.0,,,,,,5
7676,3,77690,2024-01-13,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,2.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,5
7681,3,82037,2024-01-13,3.0,0,0.0,Intermittent,0.0,GO,157293.0,483679,390554,224.7,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,1.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,3.0,3.0,3.0,5.571428571428571,6.0,7.0,3.0,,,,,,,,,0.5384615384615384,,,,,,0.5,,,,,,0.42857142857142855,,,,,,1.0,,,,,,5
7994,8,49880,2024-01-13,0.0,1,,Intermittent,0.0,MG,217.0,422944,390554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,2.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,5
8237,3,48253,2024-01-14,13.0,0,0.0,Intermittent,0.0,GO,217.0,422944,731659,170.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,170.7,170.7,170.7,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,13.0,13.0,14.142857142857142,14.0,15.0,13.0,,,,,,,,,0.9191919191919192,,,,,,0.9285714285714286,,,,,,0.8666666666666667,,,,,,1.0,,,,,,6
8295,3,77690,2024-01-14,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
8300,3,82037,2024-01-14,3.0,0,0.0,Intermittent,0.0,GO,157293.0,483679,390554,224.7,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,1.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,3.0,3.0,3.0,5.0,5.0,7.0,3.0,,,,,,,,,0.6,,,,,,0.6,,,,,,0.42857142857142855,,,,,,1.0,,,,,,6
8613,8,49880,2024-01-14,3.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,2.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,6
8856,3,48253,2024-01-15,13.0,0,0.0,Intermittent,0.0,GO,217.0,422944,731659,170.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,13.0,13.0,13.0,13.0,13.857142857142858,14.0,15.0,13.0,,,,,,,,,0.9381443298969072,,,,,,0.9285714285714286,,,,,,0.8666666666666667,,,,,,1.0,,,,,,0
8914,3,77690,2024-01-15,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8919,3,82037,2024-01-15,3.0,0,1.0,Intermittent,1.0,GO,157293.0,483679,390554,224.7,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,1.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,3.0,3.0,3.0,4.428571428571429,4.0,7.0,3.0,,,,,,,,,0.6774193548387096,,,,,,0.75,,,,,,0.42857142857142855,,,,,,1.0,,,,,,0
9232,8,49880,2024-01-15,3.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.2857142857142858,2.0,3.0,0.0,,,,,,,,,2.333333333333333,,,,,,1.5,,,,,,1.0,,,,,,inf,,,,,,0
9475,3,48253,2024-01-16,13.0,0,0.0,Intermittent,0.0,GO,217.0,422944,731659,170.7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,13.0,13.0,13.0,13.0,13.571428571428571,14.0,14.0,13.0,,,,,,,,,0.9578947368421052,,,,,,0.9285714285714286,,,,,,0.9285714285714286,,,,,,1.0,,,,,,1
9533,3,77690,2024-01-16,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
9538,3,82037,2024-01-16,2.0,0,0.0,Intermittent,0.0,GO,157293.0,483679,390554,224.7,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0,0.0,,,,,,,,,1.75,,,,,,1.0,,,,,,1.0,,,,,,inf,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,3.0,3.0,3.0,3.0,3.857142857142857,3.0,6.0,3.0,,,,,,,,,0.7777777777777778,,,,,,1.0,,,,,,0.5,,,,,,1.0,,,,,,1
9851,8,49880,2024-01-16,3.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.4285714285714286,2.0,3.0,0.0,,,,,,,,,2.1,,,,,,1.5,,,,,,1.0,,,,,,inf,,,,,,1
10094,3,48253,2024-01-17,13.0,0,0.0,Intermittent,0.0,GO,217.0,422944,731659,170.7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,13.0,13.0,13.0,13.0,13.428571428571429,13.0,14.0,13.0,,,,,,,,,0.9680851063829787,,,,,,1.0,,,,,,0.9285714285714286,,,,,,1.0,,,,,,2
10152,3,77690,2024-01-17,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
10157,3,82037,2024-01-17,2.0,0,0.0,Intermittent,0.0,GO,157293.0,483679,390554,224.7,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,2.0,2.0,2.0,3.2857142857142856,3.0,5.0,2.0,,,,,,,,,0.6086956521739131,,,,,,0.6666666666666666,,,,,,0.4,,,,,,1.0,,,,,,2
10470,8,49880,2024-01-17,2.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.5714285714285714,2.0,3.0,0.0,,,,,,,,,1.9090909090909092,,,,,,1.5,,,,,,1.0,,,,,,inf,,,,,,2
10713,3,48253,2024-01-18,13.0,0,1.0,Intermittent,1.0,GO,217.0,422944,731659,170.7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,13.0,13.0,13.0,13.0,13.285714285714286,13.0,14.0,13.0,,,,,,,,,0.9784946236559139,,,,,,1.0,,,,,,0.9285714285714286,,,,,,1.0,,,,,,3
10771,3,77690,2024-01-18,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
10776,3,82037,2024-01-18,2.0,0,0.0,Intermittent,0.0,GO,157293.0,483679,390554,224.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,2.0,2.0,2.0,2.857142857142857,3.0,4.0,2.0,,,,,,,,,0.7,,,,,,0.6666666666666666,,,,,,0.5,,,,,,1.0,,,,,,3
11089,8,49880,2024-01-18,2.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.5714285714285714,2.0,3.0,0.0,,,,,,,,,1.2727272727272727,,,,,,1.0,,,,,,0.6666666666666666,,,,,,inf,,,,,,3
11332,3,48253,2024-01-19,12.0,0,1.0,Intermittent,1.0,GO,217.0,422944,731659,170.7,1.0,1.0,1.0,1.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,3.5,,,,,,inf,,,,,,1.0,,,,,,inf,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,13.0,13.0,13.0,13.0,13.142857142857142,13.0,14.0,13.0,,,,,,,,,0.9891304347826088,,,,,,1.0,,,,,,0.9285714285714286,,,,,,1.0,,,,,,4
11390,3,77690,2024-01-19,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11395,3,82037,2024-01-19,2.0,0,0.0,Intermittent,0.0,GO,157293.0,483679,390554,224.7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,2.0,2.0,2.0,2.5714285714285716,3.0,3.0,2.0,,,,,,,,,0.7777777777777777,,,,,,0.6666666666666666,,,,,,0.6666666666666666,,,,,,1.0,,,,,,4
11708,8,49880,2024-01-19,0.0,1,,Intermittent,0.0,MG,217.0,422944,390554,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.8571428571428572,2.0,3.0,0.0,,,,,,,,,1.0769230769230769,,,,,,1.0,,,,,,0.6666666666666666,,,,,,inf,,,,,,4
11951,3,48253,2024-01-20,11.0,0,0.0,Intermittent,0.0,GO,217.0,422944,731659,170.7,1.0,1.0,1.0,1.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,3.5,,,,,,inf,,,,,,1.0,,,,,,inf,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,12.0,12.0,12.0,12.0,12.857142857142858,13.0,13.0,12.0,,,,,,,,,0.9333333333333333,,,,,,0.9230769230769231,,,,,,0.9230769230769231,,,,,,1.0,,,,,,5
12009,3,77690,2024-01-20,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
12014,3,82037,2024-01-20,2.0,0,1.0,Intermittent,1.0,GO,157293.0,483679,390554,224.7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,2.0,2.0,2.0,2.4285714285714284,2.0,3.0,2.0,,,,,,,,,0.823529411764706,,,,,,1.0,,,,,,0.6666666666666666,,,,,,1.0,,,,,,5
12327,8,49880,2024-01-20,0.0,1,,Intermittent,0.0,MG,217.0,422944,390554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.8571428571428572,2.0,3.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,5
12570,3,48253,2024-01-21,11.0,0,0.0,Intermittent,0.0,GO,217.0,422944,731659,170.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,11.0,11.0,11.0,11.0,12.571428571428571,13.0,13.0,11.0,,,,,,,,,0.875,,,,,,0.8461538461538461,,,,,,0.8461538461538461,,,,,,1.0,,,,,,6
12628,3,77690,2024-01-21,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
12633,3,82037,2024-01-21,1.0,0,0.0,Intermittent,0.0,GO,157293.0,483679,390554,224.7,1.0,1.0,1.0,1.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,3.5,,,,,,inf,,,,,,1.0,,,,,,inf,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,2.0,2.0,2.0,2.0,2.2857142857142856,2.0,3.0,2.0,,,,,,,,,0.875,,,,,,1.0,,,,,,0.6666666666666666,,,,,,1.0,,,,,,6
12946,8,49880,2024-01-21,3.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.8571428571428572,2.0,3.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,6
13189,3,48253,2024-01-22,11.0,0,0.0,Intermittent,0.0,GO,217.0,422944,731659,170.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,11.0,11.0,11.0,11.0,12.285714285714286,13.0,13.0,11.0,,,,,,,,,0.8953488372093023,,,,,,0.8461538461538461,,,,,,0.8461538461538461,,,,,,1.0,,,,,,0
13247,3,77690,2024-01-22,0.0,1,,Intermittent,2.0,GO,217.0,422944,390554,188.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.7,188.7,188.7,188.7,188.7,188.7,188.7,188.7,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
